FacilityLatitude,FacilityLongitude,FacilityName,url
44.68829400202167,-122.0103430470687,whispering falls campground,reservations.html
45.50080,-121.81641,lost lake campground,reservations.html
45.073611,-121.956944,lake harriet campground,reservations.html
45.17945,-121.69675,clear lake campground,reservations.html
45.305236,-121.867275,camp creek campground,reservations.html
45.642244,-121.925284,eagle creek campground,reservations.html
